comp0,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9
-11.785542231093705,-2.363622245129508,0.7946562275622193,0.2819796979786874,-0.6540718475366626,0.28657569649938547,-0.6689456422430433,0.16105389753457294,-0.25917251083581294,-0.05808988257303099
-7.7106628177932635,-2.464697119306844,0.5007852952732901,0.7460341168852228,-0.8403693458868711,0.4841690847144174,-1.6630684589199503,0.998227217495419,-0.2561994141057001,-0.333984746256079
10.834558747314045,-8.140332877295164,2.31242082551892,-3.955457585987461,-1.721753903655286,0.3728165996440838,-0.20110097489451562,-0.15871942218231838,-0.8116884514264213,0.6138137895664637
12.208042166397782,-0.41017801104633983,32.91423024196086,13.257164913740112,6.174732018551674,-13.303004003521698,9.912985846935866,2.4139386944165526,1.892546137031075,-8.399210413165756
-9.572916930219838,-2.537947529332822,-0.7453448971536897,-0.03253790164197519,1.6360047754088094,0.12315212977529646,-1.2460844807203597,1.2443333693027196,0.24775367483311522,-0.5627850305944597
-2.7710025601192427,1.7679617752678374,-3.5982364509760827,2.807625240185817,1.1773396650326244,-0.7323227545619748,1.0903219940583395,-0.37661670254435864,-0.48963240499327115,-0.09419092701472122
4.113443861819561,5.72605425561824,3.5179822247730272,-0.03285327736021762,-1.5929968328528359,-0.035214392747633966,0.24839760007939207,0.1307252515557821,1.2474431544344737,-0.4280694150991612
9.583340278198573,1.1682095981868141,-1.969778089668241,4.076989257273811,-2.294615156700454,-0.41125459237310164,-0.387956308173661,-0.10085090756603021,-0.5745926194693214,-0.008348112915856604
0.7584619003617173,-0.13846211109616421,-0.18965826084648407,0.46672233552001496,-0.9464807085653699,-0.043952858413675924,-0.6194778827333847,-0.06321652639988315,0.13196291590240652,-0.04223588242035773
-8.060227508181134,-3.7041859047602514,-0.3712351060854786,-0.779823631226914,0.9915690463504253,-0.20981947105067197,0.3156960922831153,-0.3522673534147649,0.367956941042182,0.018041636639238287
1.1728654461542378,-6.118790384966323,0.40889486455013896,-1.792529236542382,-0.4849972458276457,-0.03255313512983514,0.6447311466953726,-0.7025702655512597,0.1639219979979099,0.5818989758524906
